"order_id","order_date","customer_id","customer_name","email","country","product_category","product_name","quantity","unit_price","discount_pct","shipping_cost","payment_method","order_status","device_type","row_num"
1120,"2024-05-22","C115","Ngozi Eze","ngozi.eze@email.com","Canada","Skins","Matte Black Skin - PS5",1,"44.99","0.00","7.99","PayPal","Delivered","Desktop","1"
1124,"2024-05-26","C119","Freya Nielsen","freya.nielsen@email.com","United Kingdom","Skins","Carbon Fibre Skin - MacBook Pro 16",1,"29.99","0.00","4.99","PayPal","Delivered","Desktop","1"
1127,"2024-05-29","C122","Ebuka Obi","ebuka.obi@email.com","Canada","Accessories","Screen Protector - iPhone 15 Pro",1,"14.99","0.00","7.99","PayPal","Delivered","Mobile","1"
1130,"2024-06-01","C125","Oluwafemi Adeoye","oluwafemi.adeoye@email.com","Canada","Skins","Carbon Fibre Skin - iPad Pro 12.9",1,"24.99","0.00","7.99","PayPal","Delivered","Tablet","1"
1001,"2024-01-03","C001","James Okafor","james.okafor@email.com","Canada","Phone Cases","Grip Case - iPhone 15 Pro",1,"34.99","0.00","7.99","Credit Card","Delivered","Mobile","1"
1003,"2024-01-05","C003","Daniel Cruz","daniel.cruz@email.com","Canada","Phone Cases","Grip Case - Samsung Galaxy S24",2,"34.99","0.00","7.99","Credit Card","Delivered","Mobile","1"
1004,"2024-01-07","C004","Amy Chen","amy.chen@email.com","United States","Skins","Matte Black Skin - PS5",1,"44.99","0.00","0.00","Credit Card","Delivered","Desktop","1"
1006,"2024-01-10","C001","James Okafor","james.okafor@email.com","Canada","Phone Cases","Grip Case - iPhone 15 Pro",1,"34.99","0.00","7.99","Credit Card","Delivered","Mobile","1"
1007,"2024-01-12","C006","Priya Sharma","priya.sharma@email.com","United Kingdom","Skins","Robot Skin - iPhone 15",1,"39.99","5.00","4.99","Credit Card","Delivered","Mobile","1"
1009,"2024-01-15","C008","Nina Patel","nina.patel@email.com","Canada","Skins","Carbon Fibre Skin - iPad Pro 12.9",1,"24.99","0.00","7.99","Credit Card","Delivered","Tablet","1"
1010,"2024-01-17","C009","Marcus Lee","marcus.lee@email.com","United States","Accessories","Screen Protector - iPhone 15 Pro",2,"14.99","0.00","0.00","Credit Card","Delivered","Mobile","1"
1012,"2024-01-20","C002","Sara Mitchell","sara.mitchell@email.com","United States","Accessories","dbrand Grip Stand",1,"24.99","0.00","0.00","Credit Card","Delivered","Desktop","1"
1013,"2024-01-21","C011","Ryan Thompson","ryan.thompson@email.com","United States","Phone Cases","Grip Case - iPhone 15",1,"34.99","0.00","0.00","Credit Card","Delivered","Mobile","1"
1015,"2024-01-24","C013","Chris Park","chris.park@email.com","United States","Skins","Carbon Fibre Skin - MacBook Pro 16",1,"29.99","0.00","0.00","Credit Card","Delivered","Desktop","1"
1018,"2024-01-28","C016","Laura Kim","laura.kim@email.com","Canada","Accessories","Screen Protector - iPad Pro",2,"14.99","0.00","7.99","Credit Card","Delivered","Tablet","1"
1019,"2024-01-29","C017","Hassan Malik","hassan.malik@email.com","United Kingdom","Phone Cases","Grip Case - Google Pixel 8 Pro",1,"34.99","0.00","4.99","Credit Card","Delivered","Mobile","1"
1021,"2024-02-01","C019","Jake Foster","jake.foster@email.com","United States","Phone Cases","Grip Case - iPhone 15 Pro",1,"34.99","0.00","0.00","Credit Card","Delivered","Mobile","1"
1023,"2024-02-03","C003","Daniel Cruz","daniel.cruz@email.com","Canada","Accessories","dbrand Grip Stand",1,"24.99","0.00","7.99","Credit Card","Delivered","Mobile","1"
1024,"2024-02-05","C021","Oluwaseun Adeyemi","oluwaseun.adeyemi@email.com","Canada","Skins","Matte Black Skin - MacBook Air M2",1,"29.99","0.00","7.99","Credit Card","Delivered","Desktop","1"
1025,"2024-02-06","C022","Rachel Green","rachel.green@email.com","United States","Phone Cases","Grip Case - Samsung Galaxy S24",1,"34.99","0.00","0.00","Credit Card","Delivered","Mobile","1"
1027,"2024-02-08","C024","Amara Osei","amara.osei@email.com","United States","Accessories","Screen Protector - iPhone 15 Pro",1,"14.99","0.00","0.00","Credit Card","Delivered","Mobile","1"
1028,"2024-02-09","C025","Ben Nguyen","ben.nguyen@email.com","Canada","Phone Cases","Grip Case - iPhone 15 Pro Max",2,"34.99","0.00","7.99","Credit Card","Delivered","Mobile","1"
1030,"2024-02-12","C027","David Okonkwo","david.okonkwo@email.com","United Kingdom","Phone Cases","Grip Case - iPhone 15",1,"34.99","0.00","4.99","Credit Card","Delivered","Mobile","1"
1031,"2024-02-13","C028","Lily Zhang","lily.zhang@email.com","United States","Skins","Matte Black Skin - PS5",1,"44.99","0.00","0.00","Credit Card","Delivered","Desktop","1"
1033,"2024-02-15","C030","Isabella Romano","isabella.romano@email.com","United States","Skins","Robot Skin - Samsung Galaxy S24",1,"39.99","5.00","0.00","Credit Card","Delivered","Mobile","1"
1034,"2024-02-16","C031","Nathan Brooks","nathan.brooks@email.com","Canada","Phone Cases","Grip Case - Google Pixel 8",1,"34.99","0.00","7.99","Credit Card","Delivered","Mobile","1"
1036,"2024-02-19","C033","Chiamaka Eze","chiamaka.eze@email.com","Canada","Accessories","Screen Protector - iPad Pro",1,"14.99","0.00","7.99","Credit Card","Delivered","Tablet","1"
1037,"2024-02-20","C034","Patrick Dubois","patrick.dubois@email.com","Canada","Skins","Matte Black Skin - MacBook Air M2",1,"29.99","0.00","7.99","Credit Card","Delivered","Desktop","1"
1039,"2024-02-22","C036","Lucas Petit","lucas.petit@email.com","Canada","Skins","Robot Skin - iPhone 15 Pro",1,"39.99","5.00","7.99","Credit Card","Delivered","Mobile","1"
1040,"2024-02-24","C037","Nadia Kowalski","nadia.kowalski@email.com","United States","Accessories","dbrand Grip Stand",1,"24.99","0.00","0.00","Credit Card","Delivered","Desktop","1"
1042,"2024-02-26","C039","Elena Popescu","elena.popescu@email.com","United Kingdom","Skins","Carbon Fibre Skin - MacBook Pro 14",1,"29.99","0.00","4.99","Credit Card","Delivered","Desktop","1"
1043,"2024-02-27","C040","Michael Torres","michael.torres@email.com","United States","Skins","Matte Black Skin - PS5",1,"44.99","0.00","0.00","Credit Card","Delivered","Desktop","1"
1045,"2024-03-01","C042","James Whitfield","james.whitfield@email.com","United States","Phone Cases","Grip Case - iPhone 15 Pro Max",1,"34.99","0.00","0.00","Credit Card","Delivered","Mobile","1"
1046,"2024-03-03","C043","Fatou Diop","fatou.diop@email.com","Canada","Skins","Robot Skin - MacBook Pro 14",1,"39.99","5.00","7.99","Credit Card","Delivered","Desktop","1"
1048,"2024-03-05","C045","Miriam Osei","miriam.osei@email.com","Canada","Skins","Carbon Fibre Skin - iPad Pro 12.9",1,"24.99","0.00","7.99","Credit Card","Delivered","Tablet","1"
1049,"2024-03-06","C046","Jordan Campbell","jordan.campbell@email.com","United States","Phone Cases","Grip Case - Google Pixel 8 Pro",1,"34.99","0.00","0.00","Credit Card","Delivered","Mobile","1"
1051,"2024-03-08","C048","Felix Wagner","felix.wagner@email.com","United Kingdom","Phone Cases","Grip Case - iPhone 15",1,"34.99","0.00","4.99","Credit Card","Delivered","Mobile","1"
1052,"2024-03-10","C049","Chloe Martin","chloe.martin@email.com","United States","Skins","Robot Skin - Samsung Galaxy S24",1,"39.99","5.00","0.00","Credit Card","Delivered","Mobile","1"
1054,"2024-03-12","C006","Priya Sharma","priya.sharma@email.com","United Kingdom","Skins","Robot Skin - iPhone 15",1,"39.99","5.00","4.99","Credit Card","Delivered","Mobile","1"
1055,"2024-03-13","C051","Adeola Fashola","adeola.fashola@email.com","Canada","Phone Cases","Grip Case - iPhone 15 Pro",1,"34.99","0.00","7.99","Credit Card","Delivered","Mobile","1"
1056,"2024-03-14","C052","Hannah Johansson","hannah.johansson@email.com","United States","Skins","Carbon Fibre Skin - MacBook Pro 14",1,"29.99","0.00","0.00","Credit Card","Delivered","Desktop","1"
1058,"2024-03-17","C054","Zara Okonjo","zara.okonjo@email.com","United States","Phone Cases","Grip Case - Samsung Galaxy S24",1,"34.99","0.00","0.00","Credit Card","Delivered","Mobile","1"
1059,"2024-03-18","C055","Pierre Leblanc","pierre.leblanc@email.com","Canada","Skins","Matte Black Skin - PS5",1,"44.99","0.00","7.99","Credit Card","Delivered","Desktop","1"
1062,"2024-03-21","C058","Valentina Rossi","valentina.rossi@email.com","United Kingdom","Phone Cases","Grip Case - iPhone 15 Pro Max",1,"34.99","0.00","4.99","Credit Card","Delivered","Mobile","1"
1063,"2024-03-22","C059","Derek Hutchinson","derek.hutchinson@email.com","United States","Skins","Carbon Fibre Skin - MacBook Air M2",1,"24.99","0.00","0.00","Credit Card","Delivered","Desktop","1"
1065,"2024-03-25","C061","Anastasia Volkov","anastasia.volkov@email.com","United States","Skins","Matte Black Skin - MacBook Pro 16",1,"29.99","10.00","0.00","Credit Card","Delivered","Desktop","1"
1066,"2024-03-26","C062","Ibrahima Diallo","ibrahima.diallo@email.com","Canada","Accessories","dbrand Grip Stand",1,"24.99","0.00","7.99","Credit Card","Delivered","Mobile","1"
1068,"2024-03-28","C064","Samuel Fernandez","samuel.fernandez@email.com","Canada","Phone Cases","Grip Case - iPhone 15 Pro",1,"34.99","0.00","7.99","Credit Card","Delivered","Mobile","1"
1069,"2024-03-29","C065","Chioma Obi","chioma.obi@email.com","United Kingdom","Skins","Carbon Fibre Skin - iPad Pro 11",1,"24.99","0.00","4.99","Credit Card","Delivered","Tablet","1"
1070,"2024-03-30","C066","Aaron Goldstein","aaron.goldstein@email.com","United States","Accessories","Screen Protector - iPad Pro",2,"14.99","0.00","0.00","Credit Card","Delivered","Tablet","1"
1071,"2024-04-01","C067","Funmilayo Adeyemi","funmilayo.adeyemi@email.com","Canada","Phone Cases","Grip Case - iPhone 15 Pro Max",1,"34.99","0.00","7.99","Credit Card","Delivered","Mobile","1"
1073,"2024-04-03","C069","Elijah Freeman","elijah.freeman@email.com","Canada","Skins","Matte Black Skin - PS5",1,"44.99","0.00","7.99","Credit Card","Delivered","Desktop","1"
1074,"2024-04-04","C070","Yewande Adunola","yewande.adunola@email.com","United States","Accessories","dbrand Grip Stand",1,"24.99","0.00","0.00","Credit Card","Delivered","Mobile","1"
1076,"2024-04-07","C072","Abiodun Ogundele","abiodun.ogundele@email.com","Canada","Skins","Robot Skin - iPhone 15 Pro",1,"39.99","5.00","7.99","Credit Card","Delivered","Mobile","1"
1077,"2024-04-08","C073","Camille Fontaine","camille.fontaine@email.com","Canada","Accessories","Screen Protector - iPhone 15 Pro",1,"14.99","0.00","7.99","Credit Card","Delivered","Mobile","1"
1078,"2024-04-09","C074","Joshua Kimani","joshua.kimani@email.com","United States","Phone Cases","Grip Case - iPhone 15",1,"34.99","0.00","0.00","Credit Card","Delivered","Mobile","1"
1080,"2024-04-11","C076","Taiwo Adesanya","taiwo.adesanya@email.com","Canada","Accessories","dbrand Grip Stand",1,"24.99","15.00","7.99","Credit Card","Delivered","Mobile","1"
1081,"2024-04-12","C077","Maja Eriksson","maja.eriksson@email.com","United States","Skins","Matte Black Skin - MacBook Air M2",1,"29.99","10.00","0.00","Credit Card","Delivered","Desktop","1"
1083,"2024-04-15","C079","Mia Hoffmann","mia.hoffmann@email.com","United States","Skins","Robot Skin - Samsung Galaxy S24",1,"39.99","5.00","0.00","Credit Card","Delivered","Mobile","1"
1084,"2024-04-16","C080","Tariq Hassan","tariq.hassan@email.com","Canada","Accessories","Screen Protector - iPad Pro",1,"14.99","0.00","7.99","Credit Card","Delivered","Tablet","1"
1086,"2024-04-18","C081","Damilola Adewale","damilola.adewale@email.com","United States","Phone Cases","Grip Case - iPhone 15 Pro",1,"34.99","0.00","0.00","Credit Card","Delivered","Mobile","1"
1087,"2024-04-19","C082","Ingeborg Hansen","ingeborg.hansen@email.com","United Kingdom","Skins","Carbon Fibre Skin - iPad Pro 12.9",1,"24.99","0.00","4.99","Credit Card","Delivered","Tablet","1"
1089,"2024-04-21","C084","Sofia Reyes","sofia.reyes@email.com","United States","Skins","Robot Skin - iPhone 15",1,"39.99","5.00","0.00","Credit Card","Delivered","Mobile","1"
1090,"2024-04-22","C085","Nnamdi Okonkwo","nnamdi.okonkwo@email.com","Canada","Accessories","dbrand Grip Stand",1,"24.99","0.00","7.99","Credit Card","Delivered","Mobile","1"
1091,"2024-04-23","C086","Astrid Lindqvist","astrid.lindqvist@email.com","United States","Skins","Matte Black Skin - PS5",1,"44.99","0.00","0.00","Credit Card","Delivered","Desktop","1"
1093,"2024-04-25","C088","Clara Müller","clara.muller@email.com","United Kingdom","Skins","Carbon Fibre Skin - MacBook Pro 14",1,"29.99","0.00","4.99","Credit Card","Delivered","Desktop","1"
1094,"2024-04-26","C089","Tunde Bakare","tunde.bakare@email.com","Canada","Accessories","Screen Protector - iPhone 15 Pro",2,"14.99","0.00","7.99","Credit Card","Delivered","Mobile","1"
1095,"2024-04-27","C090","Madison Scott","madison.scott@email.com","United States","Phone Cases","Grip Case - Samsung Galaxy S24",1,"34.99","0.00","0.00","Credit Card","Delivered","Mobile","1"
1097,"2024-04-29","C092","Anna Kowalczyk","anna.kowalczyk@email.com","United States","Accessories","dbrand Grip Stand",1,"24.99","0.00","0.00","Credit Card","Delivered","Desktop","1"
1099,"2024-05-01","C094","Jackson Mueller","jackson.mueller@email.com","United States","Phone Cases","Grip Case - iPhone 15 Pro",1,"34.99","0.00","0.00","Credit Card","Delivered","Mobile","1"
1101,"2024-05-03","C096","Carlos Mendoza","carlos.mendoza@email.com","United States","Accessories","Screen Protector - iPad Pro",1,"14.99","0.00","0.00","Credit Card","Delivered","Tablet","1"
1102,"2024-05-04","C097","Kehinde Afolabi","kehinde.afolabi@email.com","Canada","Phone Cases","Grip Case - Google Pixel 8 Pro",1,"34.99","0.00","7.99","Credit Card","Delivered","Mobile","1"
1104,"2024-05-06","C099","Tyler Washington","tyler.washington@email.com","United States","Phone Cases","Grip Case - iPhone 15",1,"34.99","0.00","0.00","Credit Card","Delivered","Mobile","1"
1105,"2024-05-07","C100","Folake Adeyemi","folake.adeyemi@email.com","Canada","Skins","Matte Black Skin - PS5",1,"44.99","0.00","7.99","Credit Card","Delivered","Desktop","1"
1107,"2024-05-09","C102","Adaora Nwosu","adaora.nwosu@email.com","Canada","Skins","Robot Skin - Samsung Galaxy S24",1,"39.99","5.00","7.99","Credit Card","Delivered","Mobile","1"
1108,"2024-05-10","C103","Henrik Larsson","henrik.larsson@email.com","United Kingdom","Phone Cases","Grip Case - iPhone 15 Pro Max",1,"34.99","0.00","4.99","Credit Card","Delivered","Mobile","1"
1110,"2024-05-12","C105","Olabisi Adeniyi","olabisi.adeniyi@email.com","United States","Accessories","Screen Protector - iPhone 15 Pro",1,"14.99","0.00","0.00","Credit Card","Delivered","Mobile","1"
1111,"2024-05-13","C106","Erika Johansson","erika.johansson@email.com","United States","Phone Cases","Grip Case - Samsung Galaxy S24",2,"34.99","10.00","0.00","Credit Card","Delivered","Mobile","1"
1112,"2024-05-14","C107","Rotimi Adebayo","rotimi.adebayo@email.com","Canada","Skins","Matte Black Skin - MacBook Air M2",1,"29.99","0.00","7.99","Credit Card","Delivered","Desktop","1"
1114,"2024-05-16","C109","Babajide Olawale","babajide.olawale@email.com","Canada","Skins","Robot Skin - iPhone 15 Pro",1,"39.99","5.00","7.99","Credit Card","Delivered","Mobile","1"
1115,"2024-05-17","C110","Nina Bergström","nina.bergstrom@email.com","United Kingdom","Accessories","dbrand Grip Stand",1,"24.99","0.00","4.99","Credit Card","Delivered","Mobile","1"
1117,"2024-05-19","C112","Valentina Cruz","valentina.cruz@email.com","United States","Skins","Carbon Fibre Skin - MacBook Pro 14",1,"29.99","10.00","0.00","Credit Card","Delivered","Desktop","1"
1118,"2024-05-20","C113","Seun Adesanya","seun.adesanya@email.com","Canada","Accessories","Screen Protector - iPad Pro",2,"14.99","0.00","7.99","Credit Card","Delivered","Tablet","1"
1119,"2024-05-21","C114","Oskar Lindberg","oskar.lindberg@email.com","United States","Phone Cases","Grip Case - iPhone 15 Pro Max",1,"34.99","0.00","0.00","Credit Card","Delivered","Mobile","1"
1122,"2024-05-24","C117","Owen Richards","owen.richards@email.com","United States","Accessories","dbrand Grip Stand",1,"24.99","0.00","0.00","Credit Card","Delivered","Mobile","1"
1123,"2024-05-25","C118","Adunola Oyelaran","adunola.oyelaran@email.com","Canada","Phone Cases","Grip Case - Samsung Galaxy S24",1,"34.99","0.00","7.99","Credit Card","Delivered","Mobile","1"
1125,"2024-05-27","C120","Adewale Ogundimu","adewale.ogundimu@email.com","Canada","Phone Cases","Grip Case - iPhone 15 Pro",1,"34.99","0.00","7.99","Credit Card","Delivered","Mobile","1"
1126,"2024-05-28","C121","Mei-Ling Chen","meiling.chen@email.com","United States","Skins","Robot Skin - iPhone 15",1,"39.99","5.00","0.00","Credit Card","Delivered","Mobile","1"
1128,"2024-05-30","C123","Thomas Dupont","thomas.dupont@email.com","Canada","Skins","Matte Black Skin - MacBook Air M2",1,"29.99","10.00","7.99","Credit Card","Delivered","Desktop","1"
1129,"2024-05-31","C124","Jasmine Williams","jasmine.williams@email.com","United States","Phone Cases","Grip Case - iPhone 15 Pro Max",1,"34.99","0.00","0.00","Credit Card","Delivered","Mobile","1"
1061,"2024-03-20","C057","Kofi Mensah","kofi.mensah@email.com","Canada","Accessories","Screen Protector - iPhone 15 Pro",1,"14.99","0.00","7.99","Credit Card","Delivered","Mobile","1"
1016,"2024-01-25","C014","Zoe Adams","zoe.adams@email.com","Canada","Phone Cases","Grip Case - iPhone 15 Pro Max",1,"34.99","0.00","7.99","Credit Card","Delivered","Mobile","1"
1098,"2024-04-30","C093","Taiwo Ogunleye","taiwo.ogunleye@email.com","Canada","Skins","Matte Black Skin - MacBook Air M2",1,"29.99","0.00","7.99","Credit Card","Delivered","Desktop","1"
1121,"2024-05-23","Unknown","Unknown","Unknown","Canada","Skins","Robot Skin - MacBook Pro 14",1,"39.99","5.00","7.99","Credit Card","Delivered","Desktop","1"
